id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
46,procuradoria.geral.republica,"Procuradoria Geral da República",pt-BR,PGR,,PGR – Procuradoria Geral da República,Federal::Ministério Público da União::Procuradoria Geral da República
47,prefeitura,Prefeitura,pt-BR,,,,Municipal::Executivo::Prefeitura
48,tribunal.superior.eleitoral;plenario,"Tribunal Superior Eleitoral. Plenário",pt-BR,,#tribunal.superior.eleitoral,,Federal::Judiciário::Tribunal Superior Eleitoral::Plenário
49,ministerio.fazenda,"Ministério da Fazenda",pt-BR,MF,,MF – Ministério da Fazenda,Federal::Executivo::Ministério da Fazenda
50,ministerio.fazenda;secretaria.receita.federal,"Ministério da Fazenda. Secretaria da Receita Federal",pt-BR,SRF,#ministerio.fazenda,SRF – Secretaria da Receita Federal,Federal::Executivo::Ministério da Fazenda::Secretaria da Receita Federal
51,"ministerio.fazenda;secretaria.receita.federal,tribunal.superior.eleitoral","Ministério da Fazenda, Secretaria da Receita Federal; Tribunal Superior Eleitoral",pt-BR,,,,
52,tribunal.superior.eleitoral;corregedoria.geral.eleitoral,"Tribunal Superior Eleitoral. Corregedoria-Geral Eleitoral",pt-BR,CGE,#tribunal.superior.eleitoral,CGE – Corregedoria-Geral Eleitoral,Federal::Judiciário::Tribunal Superior Eleitoral::Corregedoria-Geral Eleitoral
53,banco.central,"Banco Central",pt-BR,"BC, BACEN, BCB",,"BC, BACEN, BCB – Banco Central",Federal::Executivo::Banco Central
54,"tribunal.superior.eleitoral;plenario,tribunal.superior.eleitoral","Tribunal Superior Eleitoral, Plenário; Tribunal Superior Eleitoral",pt-BR,,,,
55,controladoria.geral.uniao,"Controladoria-Geral da União",pt-BR,CGU,,CGU – Controladoria-Geral da União,Federal::Executivo::Controladoria-Geral da União
56,imprensa.oficial,"Imprensa Oficial",pt-BR,,,,Estadual::Executivo::Imprensa Oficial
70,ministerio.marinha,"Ministério da Marinha",pt-BR,,,,Federal::Executivo::Ministério da Marinha
71,ministerio.exercito,"Minstério do Exercito",pt-BR,,,,Federal::Executivo::Minstério do Exercito
72,assembleia.nacional.constituinte,"Assembléia Nacional Constituinte",pt-BR,,,,Federal::Assembléia Nacional Constituinte
73,tribunal.superior.trabalho;tribunal.pleno,"Tribunal Superior do Trabalho. Tribunal Pleno",pt-BR,TP,#tribunal.superior.trabalho,TP – Tribunal Pleno,Federal::Judiciário::Tribunal Superior do Trabalho::Tribunal Pleno
74,tribunal.superior.trabalho;turma.1,"Tribunal Superior do Trabalho. 1ª Turma",pt-BR,1T,#tribunal.superior.trabalho,1T – 1ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::1ª Turma
75,tribunal.superior.trabalho;turma.2,"Tribunal Superior do Trabalho. 2ª Turma",pt-BR,2T,#tribunal.superior.trabalho,2T – 2ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::2ª Turma
76,tribunal.superior.trabalho;turma.3,"Tribunal Superior do Trabalho. 3ª Turma",pt-BR,3T,#tribunal.superior.trabalho,3T – 3ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::3ª Turma
77,tribunal.superior.trabalho;turma.4,"Tribunal Superior do Trabalho. 4ª Turma",pt-BR,4T,#tribunal.superior.trabalho,4T – 4ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::4ª Turma
78,tribunal.superior.trabalho;turma.5,"Tribunal Superior do Trabalho. 5ª Turma",pt-BR,5T,#tribunal.superior.trabalho,5T – 5ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::5ª Turma
79,tribunal.superior.trabalho;turma.6,"Tribunal Superior do Trabalho. 6ª Turma",pt-BR,6T,#tribunal.superior.trabalho,6T – 6ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::6ª Turma
80,tribunal.superior.trabalho;turma.7,"Tribunal Superior do Trabalho. 7ª Turma",pt-BR,7T,#tribunal.superior.trabalho,7T – 7ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::7ª Turma
81,tribunal.superior.trabalho;turma.8,"Tribunal Superior do Trabalho. 8ª Turma",pt-BR,8T,#tribunal.superior.trabalho,8T – 8ª Turma,Federal::Judiciário::Tribunal Superior do Trabalho::8ª Turma
82,tribunal.superior.trabalho;orgao.especial,"Tribunal Superior do Trabalho. Órgão Especial",pt-BR,OE,#tribunal.superior.trabalho,OE – Órgão Especial,Federal::Judiciário::Tribunal Superior do Trabalho::Órgão Especial
83,tribunal.superior.trabalho;secao.dissidios.coletivos,"Tribunal Superior do Trabalho. Seção de Dissídios Coletivos",pt-BR,SDC,#tribunal.superior.trabalho,SDC – Seção de Dissídios Coletivos,Federal::Judiciário::Tribunal Superior do Trabalho::Seção de Dissídios Coletivos
84,tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1,"Tribunal Superior do Trabalho. Subseção Especializada em Dissídios Individuais 1",pt-BR,SBDI-1,#tribunal.superior.trabalho,SBDI-1 – Subseção Especializada em Dissídios Individuais 1,Federal::Judiciário::Tribunal Superior do Trabalho::Subseção Especializada em Dissídios Individuais 1
85,tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2,"Tribunal Superior do Trabalho. Subseção Especializada em Dissídios Individuais 2",pt-BR,SBDI-2,#tribunal.superior.trabalho,SBDI-2 – Subseção Especializada em Dissídios Individuais 2,Federal::Judiciário::Tribunal Superior do Trabalho::Subseção Especializada em Dissídios Individuais 2
86,supremo.tribunal.federal;plenario,"Supremo Tribunal Federal. Plenário",pt-BR,,#supremo.tribunal.federal,,Federal::Judiciário::Supremo Tribunal Federal::Plenário
87,supremo.tribunal.federal;turma.1,"Supremo Tribunal Federal. 1ª Turma",pt-BR,,#supremo.tribunal.federal,,Federal::Judiciário::Supremo Tribunal Federal::1ª Turma
88,supremo.tribunal.federal;turma.2,"Supremo Tribunal Federal. 2ª Turma",pt-BR,,#supremo.tribunal.federal,,Federal::Judiciário::Supremo Tribunal Federal::2ª Turma
89,superior.tribunal.justica;corte.especial,"Superior Tribunal de Justiça. Corte Especial",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::Corte Especial
90,superior.tribunal.justica;turma.1,"Superior Tribunal de Justiça. 1ª Turma",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::1ª Turma
91,superior.tribunal.justica;turma.2,"Superior Tribunal de Justiça. 2ª Turma",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::2ª Turma
92,superior.tribunal.justica;turma.3,"Superior Tribunal de Justiça. 3ª Turma",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::3ª Turma
93,superior.tribunal.justica;turma.4,"Superior Tribunal de Justiça. 4ª Turma",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::4ª Turma
94,superior.tribunal.justica;turma.5,"Superior Tribunal de Justiça. 5ª Turma",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::5ª Turma
95,superior.tribunal.justica;turma.6,"Superior Tribunal de Justiça. 6ª Turma",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::6ª Turma
96,superior.tribunal.justica;secao.1,"Superior Tribunal de Justiça. 1ª Seção",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::1ª Seção
97,superior.tribunal.justica;secao.2,"Superior Tribunal de Justiça. 2ª Seção",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::2ª Seção
98,superior.tribunal.justica;secao.3,"Superior Tribunal de Justiça. 3ª Seção",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::3ª Seção
99,conselho.nacional.justica,"Conselho Nacional de Justiça",pt-BR,CNJ,,CNJ – Conselho Nacional de Justiça,Federal::Judiciário::Conselho Nacional de Justiça
100,superior.tribunal.justica;presidencia,"Superior Tribunal de Justiça. Presidência",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::Presidência
101,superior.tribunal.justica;secretaria.tribunal,"Superior Tribunal de Justiça. Secretaria do Tribunal",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::Secretaria do Tribunal
102,superior.tribunal.justica;gabinete.ministro.diretor.revista,"Superior Tribunal de Justiça. Gabinete do Ministro Diretor da Revista",pt-BR,,#superior.tribunal.justica,,Federal::Judiciário::Superior Tribunal de Justiça::Gabinete do Ministro Diretor da Revista
103,conselho.nacional.justica;plenario,"Conselho Nacional de Justiça. Plenário",pt-BR,,#conselho.nacional.justica,,Federal::Judiciário::Conselho Nacional de Justiça::Plenário
104,advocacia.geral.uniao;secretaria.geral,"Advocacia-Geral da União. Secretaria-Geral",pt-BR,SG,#advocacia.geral.uniao,SG – Secretaria-Geral,Federal::Advocacia-Geral da União::Secretaria-Geral
105,advocacia.geral.uniao;procuradoria.geral.uniao,"Advocacia-Geral da União. Procuradoria Geral da União",pt-BR,PGU,#advocacia.geral.uniao,PGU – Procuradoria Geral da União,Federal::Advocacia-Geral da União::Procuradoria Geral da União
106,advocacia.geral.uniao;escola.advocacia.geral.uniao,"Advocacia-Geral da União. Escola da Advocacia-Geral da União",pt-BR,EAGU,#advocacia.geral.uniao,EAGU – Escola da Advocacia-Geral da União,Federal::Advocacia-Geral da União::Escola da Advocacia-Geral da União
107,advocacia.geral.uniao;corregedoria.geral.agu,"Advocacia-Geral da União. Corregedoria-Geral da AGU",pt-BR,CGAU,#advocacia.geral.uniao,CGAU – Corregedoria-Geral da AGU,Federal::Advocacia-Geral da União::Corregedoria-Geral da AGU
108,advocacia.geral.uniao;procuradoria.geral.federal,"Advocacia-Geral da União. Procuradoria-Geral Federal",pt-BR,PGF,#advocacia.geral.uniao,PGF – Procuradoria-Geral Federal,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal
109,advocacia.geral.uniao;procuradoria.geral.fazenda.nacional,"Advocacia-Geral da União. Procuradoria-Geral da Fazenda Nacional",pt-BR,PGFN,#advocacia.geral.uniao,PGFN – Procuradoria-Geral da Fazenda Nacional,Federal::Advocacia-Geral da União::Procuradoria-Geral da Fazenda Nacional
110,advocacia.geral.uniao;conselho.superior.agu,"Advocacia-Geral da União. Conselho Superior da AGU",pt-BR,CSAGU,#advocacia.geral.uniao,CSAGU – Conselho Superior da AGU,Federal::Advocacia-Geral da União::Conselho Superior da AGU
111,presidencia.republica,"Presidência da República",pt-BR,,,,Federal::Executivo::Presidência da República
112,ministerio.previdencia.social,"Ministério da Previdência Social",pt-BR,MPS,,MPS – Ministério da Previdência Social,Federal::Executivo::Ministério da Previdência Social
113,ministerio.previdencia.social;secretaria.receita.previdenciaria,"Ministério da Previdência Social. Secretaria de Receita Previdenciária",pt-BR,,#ministerio.previdencia.social,,Federal::Executivo::Ministério da Previdência Social::Secretaria de Receita Previdenciária
114,ministerio.educacao,"Ministério da Educação",pt-BR,,,,Federal::Executivo::Ministério da Educação
115,ministerio.planejamento.orcamento.gestao,"Ministério do Planejamento, Orçamento e Gestão",pt-BR,MPOG,,"MPOG – Ministério do Planejamento, Orçamento e Gestão","Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão"
116,ministerio.defesa,"Ministério da Defesa",pt-BR,MD,,MD – Ministério da Defesa,Federal::Executivo::Ministério da Defesa
117,supremo.tribunal.federal;turma.3,"Supremo Tribunal Federal. 3ª Turma",pt-BR,,#supremo.tribunal.federal,,Federal::Judiciário::Supremo Tribunal Federal::3ª Turma
118,conselho.superior.justica.trabalho,"Conselho Superior da Justiça do Trabalho",pt-BR,CSJT,,CSJT – Conselho Superior da Justiça do Trabalho,Federal::Judiciário::Conselho Superior da Justiça do Trabalho
119,controladoria.geral.uniao;corregedoria.geral.uniao,"Controladoria-Geral da União. Corregedoria-Geral da União",pt-BR,CRG,#controladoria.geral.uniao,CRG – Corregedoria-Geral da União,Federal::Executivo::Controladoria-Geral da União::Corregedoria-Geral da União
120,controladoria.geral.uniao;secretaria.federal.controle.interno,"Controladoria-Geral da União. Secretaria Federal de Controle Interno",pt-BR,SFC,#controladoria.geral.uniao,SFC – Secretaria Federal de Controle Interno,Federal::Executivo::Controladoria-Geral da União::Secretaria Federal de Controle Interno
121,controladoria.geral.uniao;secretaria.executiva,"Controladoria-Geral da União. Secretaria Executiva",pt-BR,SE,#controladoria.geral.uniao,SE – Secretaria Executiva,Federal::Executivo::Controladoria-Geral da União::Secretaria Executiva
122,"controladoria.geral.uniao,ministerio.planejamento.orcamento.gestao","Controladoria-Geral da União; Ministério do Planejamento, Orçamento e Gestão",pt-BR,,,,
123,imprensa.oficial,"Imprensa Oficial",pt-BR,,,,Imprensa Oficial
124,ministerio.planejamento.orcamento.gestao;secretaria.orcamento.federal,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Orçamento Federal",pt-BR,SOF,#ministerio.planejamento.orcamento.gestao,SOF – Secretaria de Orçamento Federal,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Orçamento Federal"
125,conselho.administrativo.defesa.economica,"Conselho Administrativo de Defesa Econômica",pt-BR,CADE,,CADE – Conselho Administrativo de Defesa Econômica,Federal::Executivo::Ministério da Justiça::Conselho Administrativo de Defesa Econômica
126,ministerio.justica;secretaria.defesa.economica,"Ministério da Justiça. Secretaria de Defesa Econômica",pt-BR,SDE,#ministerio.justica,SDE – Secretaria de Defesa Econômica,Federal::Executivo::Ministério da Justiça::Secretaria de Defesa Econômica
127,ministerio.fazenda;secretaria.acompanhamento.economico,"Ministério da Fazenda. Secretaria de Acompanhamento Econômico",pt-BR,SeAE,#ministerio.fazenda,SeAE – Secretaria de Acompanhamento Econômico,Federal::Executivo::Ministério da Fazenda::Secretaria de Acompanhamento Econômico
128,conselho.administrativo.defesa.economica;procuradoria,"Conselho Administrativo de Defesa Econômica. Procuradoria",pt-BR,PROCADE,#conselho.administrativo.defesa.economica,PROCADE – Procuradoria,Federal::Executivo::Ministério da Justiça::Conselho Administrativo de Defesa Econômica::Procuradoria
129,ministerio.publico.federal,"Ministério Público Federal",pt-BR,MPF,,MPF – Ministério Público Federal,Federal::Ministério Público da União::Ministério Público Federal
130,agencia.nacional.telecomunicacoes,"Agência Nacional de Telecomunicações",pt-BR,ANATEL,,ANATEL – Agência Nacional de Telecomunicações,Federal::Executivo::Agência Nacional de Telecomunicações
983,advocacia.geral.uniao;diretoria.geral.administracao,"Advocacia-Geral da União. Diretoria-Geral de Administração",pt-BR,DGA/GAB,#advocacia.geral.uniao,DGA/GAB – Diretoria-Geral de Administração,Federal::Advocacia-Geral da União::Diretoria-Geral de Administração
984,advocacia.geral.uniao;consultoria.geral.uniao,"Advocacia-Geral da União. Consultoria-Geral da União",pt-BR,CGU,#advocacia.geral.uniao,CGU – Consultoria-Geral da União,Federal::Advocacia-Geral da União::Consultoria-Geral da União
985,advocacia.geral.uniao;gerencia.tecnologia.informacao,"Advocacia-Geral da União. Gerência de Tecnologia da Informação",pt-BR,GTI,#advocacia.geral.uniao,,Federal::Advocacia-Geral da União::Gerência de Tecnologia da Informação
986,advocacia.geral.uniao;centro.estudos.victor.nunes.leal,"Advocacia-Geral da União. Centro de Estudos Victor Nunes Leal",pt-BR,CEAGU,#advocacia.geral.uniao,CEAGU – Centro de Estudos Victor Nunes Leal,Federal::Advocacia-Geral da União::Centro de Estudos Victor Nunes Leal
987,advocacia.geral.uniao;procuradoria.geral.federal;adjuntoria.contencioso,"Advocacia-Geral da União. Procuradoria-Geral Federal. Adjuntoria de Contencioso",pt-BR,ADCONTPGF,#advocacia.geral.uniao;procuradoria.geral.federal,ADCONTPGF – Adjuntoria de Contencioso,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal::Adjuntoria de Contencioso
988,advocacia.geral.uniao;procuradoria.geral.federal;coordenacao.geral.cobranca.recuperacao.creditos,"Advocacia-Geral da União. Procuradoria-Geral Federal. Coordenação-Geral de Cobrança e Recuperação de Créditos",pt-BR,CGCOB,#advocacia.geral.uniao;procuradoria.geral.federal,CGCOB – Coordenação-Geral de Cobrança e Recuperação de Créditos,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal::Coordenação-Geral de Cobrança e Recuperação de Créditos
989,advocacia.geral.uniao;procuradoria.geral.federal;coordenacao.geral.projetos.assuntos.estrategicos,"Advocacia-Geral da União. Procuradoria-Geral Federal. Coordenação-Geral de Projetos e Assuntos Estratégicos",pt-BR,CGPAE,#advocacia.geral.uniao;procuradoria.geral.federal,CGPAE – Coordenação-Geral de Projetos e Assuntos Estratégicos,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal::Coordenação-Geral de Projetos e Assuntos Estratégicos
990,advocacia.geral.uniao;consultoria.geral.uniao;consultoria.juridica.mte,"Advocacia-Geral da União. Consultoria-Geral da União. Consultoria Jurídica do MTE",pt-BR,CONJUR-MTE,#advocacia.geral.uniao;consultoria.geral.uniao,CONJUR-MTE – Consultoria Jurídica do MTE,Federal::Advocacia-Geral da União::Consultoria-Geral da União::Consultoria Jurídica do MTE
991,advocacia.geral.uniao;procuradoria.geral.federal;procuradoria.federal.especializada.junto.dnit,"Advocacia-Geral da União. Procuradoria-Geral Federal. Procuradoria Federal Especializada Junto ao DNIT",pt-BR,PFE-DNIT,#advocacia.geral.uniao;procuradoria.geral.federal,PFE-DNIT – Procuradoria Federal Especializada Junto ao DNIT,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal::Procuradoria Federal Especializada Junto ao DNIT
992,advocacia.geral.uniao;procuradoria.geral.federal;procuradoria.federal.especializada.junto.inss,"Advocacia-Geral da União. Procuradoria-Geral Federal. Procuradoria Federal Especializada Junto ao INSS",pt-BR,PFE-INSS,#advocacia.geral.uniao;procuradoria.geral.federal,PFE-INSS – Procuradoria Federal Especializada Junto ao INSS,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal::Procuradoria Federal Especializada Junto ao INSS
993,consultoria.geral.republica,"Consultoria-Geral da República",pt-BR,CGR,,CGR – Consultoria-Geral da República,Federal::Consultoria-Geral da República
994,advocacia.geral.uniao;procuradoria.geral.federal;adjuntoria.consultoria,"Advocacia-Geral da União. Procuradoria-Geral Federal. Adjuntoria de Consultoria",pt-BR,,#advocacia.geral.uniao;procuradoria.geral.federal,,Federal::Advocacia-Geral da União::Procuradoria-Geral Federal::Adjuntoria de Consultoria
998,tribunal.regional.trabalho,"Tribunal Regional do Trabalho",pt-BR,,,,Federal::Judiciário::Tribunal Regional do Trabalho
999,tribunal.regional.trabalho;plenario,"Tribunal Regional do Trabalho. Plenário",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::Plenário
1000,tribunal.regional.trabalho;turma.1,"Tribunal Regional do Trabalho. 1ª Turma",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::1ª Turma
1001,tribunal.regional.trabalho;turma.2,"Tribunal Regional do Trabalho. 2ª Turma",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::2ª Turma
1002,tribunal.regional.trabalho;turma.3,"Tribunal Regional do Trabalho. 3ª Turma",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::3ª Turma
1003,rede.virtual.bibliotecas,"Rede Virtual de Bibliotecas",pt-BR,RVBI,,RVBI – Rede Virtual de Bibliotecas,Federal::Rede Virtual de Bibliotecas
1004,tribunal.regional.trabalho,"Tribunal Regional do Trabalho",pt-BR,,,,Federal::Judiciário::Tribunal Regional do Trabalho
1005,tribunal.regional.trabalho;tribunal.pleno,"Tribunal Regional do Trabalho. Tribunal Pleno",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Tribunal Pleno
1006,tribunal.regional.trabalho;orgao.especial,"Tribunal Regional do Trabalho. Órgão Especial",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Órgão Especial
1007,tribunal.regional.trabalho;secao.dissidios.coletivos,"Tribunal Regional do Trabalho. Seção de Dissídios Coletivos",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Seção de Dissídios Coletivos
1008,tribunal.regional.trabalho;secao.dissidios.individuais.1,"Tribunal Regional do Trabalho. 1ª Seção de Dissídios Individuais",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::1ª Seção de Dissídios Individuais
1009,tribunal.regional.trabalho;secao.dissidios.individuais.2,"Tribunal Regional do Trabalho. 2ª Seção de Dissídios Individuais",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::2ª Seção de Dissídios Individuais
1010,tribunal.regional.trabalho;secao.dissidios.individuais.3,"Tribunal Regional do Trabalho. 3ª Seção de Dissídios Individuais",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::3ª Seção de Dissídios Individuais
1011,tribunal.regional.trabalho;turma.1,"Tribunal Regional do Trabalho. 1ª Turma",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::1ª Turma
1012,tribunal.regional.trabalho;turma.2,"Tribunal Regional do Trabalho. 2ª Turma",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::2ª Turma
1013,tribunal.regional.trabalho;turma.3,"Tribunal Regional do Trabalho. 3ª Turma",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::3ª Turma
1014,tribunal.regional.trabalho;turma.4,"Tribunal Regional do Trabalho. 4ª Turma",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::4ª Turma
1015,tribunal.regional.trabalho;turma.5,"Tribunal Regional do Trabalho. 5ª Turma",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::5ª Turma
1016,tribunal.regional.trabalho;turma.6,"Tribunal Regional do Trabalho. 6ª Turma",pt-BR,,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::6ª Turma
1019,tribunal.regional.trabalho;camara.1,"Tribunal Regional do Trabalho. 1ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::1ª Câmara
1020,tribunal.regional.trabalho;camara.2,"Tribunal Regional do Trabalho. 2ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::2ª Câmara
1021,tribunal.regional.trabalho;camara.3,"Tribunal Regional do Trabalho. 3ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::3ª Câmara
1022,tribunal.regional.trabalho;camara.4,"Tribunal Regional do Trabalho. 4ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::4ª Câmara
1023,tribunal.regional.trabalho;camara.5,"Tribunal Regional do Trabalho. 5ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::5ª Câmara
1024,tribunal.regional.trabalho;camara.6,"Tribunal Regional do Trabalho. 6ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::6ª Câmara
1025,tribunal.regional.trabalho;camara.7,"Tribunal Regional do Trabalho. 7ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::7ª Câmara
1026,tribunal.regional.trabalho;camara.8,"Tribunal Regional do Trabalho. 8ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::8ª Câmara
1027,tribunal.regional.trabalho;camara.9,"Tribunal Regional do Trabalho. 9ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::9ª Câmara
1028,tribunal.regional.trabalho;camara.10,"Tribunal Regional do Trabalho. 10ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::10ª Câmara
1029,tribunal.regional.trabalho;camara.11,"Tribunal Regional do Trabalho. 11ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::11ª Câmara
1030,tribunal.regional.trabalho;camara.12,"Tribunal Regional do Trabalho. 12ª Câmara",pt-BR,,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::12ª Câmara
1031,ministerio.publico,"Ministério Público",pt-BR,,,,Estadual::Ministério Público
1032,conselho.administrativo.recursos.fiscais,"Conselho Administrativo de Recursos Fiscais",pt-BR,CARF,,CARF – Conselho Administrativo de Recursos Fiscais,Federal::Executivo::Ministério da Fazenda::Conselho Administrativo de Recursos Fiscais
